name	start	end	brin_DNA	motif	sigma	genes
U953	1252137	1254733	1	M3	SigEF	yjcA, S423,yjzK, yjcZ, S424, spoVIF, S425
U957	1252797	1254733	1	M5	SigK	yjzK, yjcZ, S424, spoVIF, S425
U955	1252566	1254733	1	M5	SigK	S423, yjzK,yjcZ, S424, spoVIF, S425
U958	1253072	1254733	1	M5	SigK	yjcZ, S424, spoVIF, S425
U961	1253731	1256040	-1	M16	SigA	S426, yjcD
U962	1256080	1256405	1	M11	SigB	yjzE
U960	1255943	1256339	1	M1	SigH	S427, yjzE
U963	1256393	1258196	-1	M4	SigA	yjcH, yjcG, yjcF
U964	1258271	1262301	1	M14	SigA	NA, metI, metC, S428
U966	1260815	1262646	-1	M17	SigA	yjcL, yjcK
U967	1262721	1264501	1	M17	SigA	trnSL-Val2, S430
U970	1262905	1265021	-1	M16	SigA	S432, yjcM, S431, S429
U969	1265007	1267383	1	M14	SigA	yjcN, S433, yjzF, yjzG, yjcO, S434, yjcP, yjcQ
U972	1266591	1267383	1	M10	SigD	yjcP, yjcQ
U971	1266349	1267383	1	M19	SigA	S434,yjcP, yjcQ
U974	1268269	1269649	1	M4	SigA	yjcS, S435, yjdA, S436
U975	1269703	1270125	-1	M1	SigH	yjdB
U977	1269703	1270583	-1	M14	SigA	S438, yjdB
U976	1270555	1278164	1	M7	SigA	manR,manP, manA, S439, S440, yjdF, yjdI
U978	1272683	1278164	1	M7	SigA	manP, manA, S439, S440, yjdF, yjdI
U980	1275740	1276270	1	M17	SigA	S440, yjdF
U981	1276346	1276874	-1	M4	SigA	yjdG
U982	1276346	1277493	-1	M3	SigEF	yjdH, S441, yjdG
U984	1276368	1278429	-1	M9	SigWXY	yjzH, S442, yjdH, S441, yjdG
U983	1277633	1278164	1	M14	SigA	yjdI
U987	1278240	1280507	-1	M4	SigA	ctaO, S443, yjdJ,yjzH
U985	1278614	1278944	-1	M4	SigA	yjdJ
U989	1278966	1280908	-1	M5	SigK	cotT, ctaO, S443
U990	1280638	1281012	-1	M19	SigA	cotT
U991	1281023	1282520	1	M17	SigA	S445, yjeA
U992	1282574	1283084	-1	M3	SigEF	yjfA
U993	1282596	1283357	-1	M10	SigD	yjfB, yjfA
U994	1283916	1284817	-1	M19	SigA	yjgA
U995	1284158	1285479	-1	M11	SigB	yjgB, yjgA
U996	1285542	1289913	1	M11	SigB	yjgC, yjgD, S446, yjhA
U997	1289259	1290639	1	M7	SigA	yjhA, yjhB
U998	1290693	1291001	-1	M4	SigA	yjiA
U1000	1290693	1291419	-1	M5	SigK	S447, yjiA
U999	1291171	1293719	1	M4	SigA	S448, yjiB, yjiC
U1001	1293795	1293993	-1	M7	SigA	yjzI
U1002	1294084	1294951	1	M14	SigA	yjjA
U1004	1296655	1297641	-1	M14	SigA	yjlA
U1008	1297535	1300149	-1	M1	SigH	S449, yjlA
U1005	1297701	1300253	1	M11	SigB	yjlB, S450, S451, rex, ndh
U1006	1298339	1300253	1	M16	SigA	S451, rex, ndh
U1009	1300407	1300561	1	M14	SigA	uxaC
U1011	1303343	1309779	1	M3	SigEF	S452, yjmC, yjmD, uxuA, uxuB, exuT, exuR
U1013	1308747	1309779	1	M4	SigA	exuR
U1012	1308679	1309757	1	M13	Sig-	exuR
U1015	1312869	1313661	-1	M14	SigA	yjnA
U1016	1312869	1313744	-1	M5	SigK	S453, yjnA
U1017	1313837	1314350	-1	M19	SigA	yjoA
U1018	1314413	1315697	1	M9	SigWXY	yjoB
U1019	1315823	1317149	1	M4	SigA	rapA, phrA
U1021	1317178	1317442	-1	M4	SigA	yjpA
U1022	1317497	1320492	1	M12	Sig-	xlyB,yjqB, yjqC
U1024	1318475	1318940	-1	M19	SigA	yjqA
U1025	1318974	1320492	1	M16	SigA	yjqB, yjqC
U1026	1319656	1320514	1	M5	SigK	yjqC
U1027	1319666	1321712	-1	M7	SigA	xre, S455, xkdA, S454
U1028	1321790	1321922	1	M7	SigA	yjzJ
U1029	1325005	1348387	1	M12	Sig-	S456, xtmA, xtmB, xkdE, xkdF, xkdG, ykzL, xkdH, xkdI, xkdJ, ykzM, xkdK, xkdM, S457, xkdN, xkzB, xkdO, xkdP, xkdQ, xkdR, xkdS, xkdT, xkdU, xkzA, xkdV, xkdW, xkdX, xepA, xhlA, xhlB, xlyA
U1030	1328239	1343041	1	M5	SigK	xkdF, xkdG, ykzL, xkdH, xkdI, xkdJ, ykzM, xkdK, xkdM, S457, xkdN, xkzB, xkdO, xkdP, xkdQ, xkdR, xkdS, xkdT, xkdU, xkzA
U1033	1346693	1348387	1	M12	Sig-	xhlA, xhlB, xlyA
U1034	1347781	1349210	-1	M19	SigA	spoIISB, S458
U1035	1347781	1349397	-1	M3	SigEF	spoIISA, spoIISB, S458
U1036	1349321	1351137	-1	M16	SigA	ykaA, pit
U1037	1349497	1351236	-1	M19	SigA	S459, ykaA, pit
U1038	1349321	1351293	-1	M16	SigA	S459, ykaA, pit
U1039	1349497	1352754	-1	M7	SigA	ykbA,S459, ykaA, pit
U1040	1353008	1354020	1	M14	SigA	S460, mhqA
U1044	1357950	1359355	-1	M4	SigA	htrA
U1046	1357950	1359439	-1	M7	SigA	S463, htrA
U1045	1359419	1360250	1	M17	SigA	proG
U1043	1359345	1360250	1	M14	SigA	proG
U1047	1360355	1370945	1	M14	SigA	dppA, dppB, dppC, dppD, dppE, ykfA, ykfB, ykfC, ykfD, S465
U1048	1362890	1370263	1	M3	SigEF	dppD, dppE, ykfA, ykfB, ykfC, ykfD, S465
U1049	1369899	1370963	-1	M14	SigA	ykgB
U1050	1369150	1371917	-1	M11	SigB	ykgA, ykgB, S464
U1051	1371977	1373980	1	M19	SigA	ykhA, S466, hmp
U1053	1372744	1375344	1	M19	SigA	hmp, S467, ykjA, ykkA
U1052	1372636	1375344	1	M8	SigGF	S466, hmp,S467, ykjA, ykkA
U1054	1374398	1375146	1	M8	SigGF	ykjA
U1055	1375234	1375542	1	M1	SigH	ykkA
U1056	1376313	1378137	1	M19	SigA	NA, ykkC, ykkD,purU
U1057	1377203	1380843	1	M16	SigA	purU, NA, proB, proA
U1058	1378204	1380865	1	M7	SigA	NA, proB, proA
U1059	1378687	1380843	1	M20	Sig-	proA
U1060	1380945	1381393	1	M14	SigA	ohrA
U1061	1381469	1381910	-1	M7	SigA	ohrR
U1062	1381985	1383263	1	M11	SigB	ohrB, ykzN, S468
U1063	1382701	1383185	-1	M19	SigA	guaD
U1064	1382701	1385671	-1	M21	Sig-	S470, metE, S469, guaD
U1065	1382701	1385936	-1	M14	SigA	NA, S470, metE, S469, guaD
U1066	1383339	1387040	-1	M7	SigA	S472, ispA, S471, NA, S470, metE
U1067	1387168	1388015	1	M7	SigA	rsbRB
U1069	1388091	1391887	-1	M14	SigA	NA, thiU, thiV, thiW, thiX
U1070	1394737	1395472	1	M19	SigA	ykoJ, ykzD
U1071	1395340	1395494	1	M8	SigGF	ykzD
U1073	1395911	1396769	1	M5	SigK	S474, mgtE
U1072	1395590	1397363	1	M19	SigA	S473, S474, mgtE
U1074	1396009	1397769	-1	M19	SigA	tnrA
U1077	1396009	1398159	-1	M19	SigA	S475, tnrA
U1075	1397891	1398331	1	M21	Sig-	ykzB, ykoL
U1076	1398133	1398749	1	M6	Sig-	ykoL, S476, ykoM
U1078	1398413	1399057	1	M1	SigH	S476, ykoM
U1079	1399409	1400949	1	M5	SigK	S477, ykoP
U1082	1401697	1404469	1	M8	SigGF	S478, ykoS, ykoT
U1083	1404567	1407273	-1	M8	SigGF	ykoV, ykoU
U1084	1407361	1409781	-1	M10	SigD	S479, ykoW
U1085	1409881	1411619	1	M14	SigA	ykoX, ykoY
U1087	1410607	1411619	1	M14	SigA	ykoY
U1089	1411861	1415887	1	M19	SigA	sigI, rsgI, S481,htpX
U1088	1411770	1415887	1	M2	SigI	S480, sigI, rsgI, S481,htpX
U1090	1413807	1414047	-1	M8	SigGF	sspD
U1091	1414159	1414907	-1	M19	SigA	S482, ykrK
U1092	1414951	1415887	1	M14	SigA	htpX
U1093	1416022	1417405	1	M16	SigA	ktrD
U1094	1417493	1417889	1	M8	SigGF	S483, ykzP, ykzE
U1096	1418053	1419021	-1	M4	SigA	ykrP
U1097	1419165	1422135	1	M1	SigH	kinE, ogt, S485
U1098	1421306	1422135	1	M19	SigA	ogt, S485
U1099	1421243	1424719	-1	M14	SigA	NA, mtnK, mtnA, S484
U1102	1421243	1425590	-1	M14	SigA	mtnU, NA, mtnK, mtnA, S484
U1103	1425600	1430121	1	M14	SigA	mtnE, NA, mtnW, mtnX, mtnB, mtnD
U1101	1425274	1430121	1	M14	SigA	S486, mtnE,NA, mtnW, mtnX, mtnB, mtnD
U1104	1426860	1430121	1	M14	SigA	NA, mtnW, mtnX, mtnB, mtnD
U1106	1429999	1430570	-1	M7	SigA	S488, ykvA, S487
U1107	1430625	1431837	1	M14	SigA	S490, spo0E, eag
U1105	1430538	1431837	1	M11	SigB	S489, S490, spo0E, eag
U1109	1431495	1433035	-1	M4	SigA	kinD
U1110	1433157	1433641	1	M14	SigA	mhqR
U1111	1433607	1435292	-1	M10	SigD	motA, motB
U1112	1435411	1437978	-1	M19	SigA	S492, clpE, S491
U1113	1438029	1439295	1	M3	SigEF	ykvI, S493
U1114	1439229	1442023	1	M16	SigA	NA, S494, queC, queD, queE, queF, S495
U1115	1442143	1442751	-1	M4	SigA	ykvN, S496
U1116	1442793	1443673	1	M19	SigA	ykvO
U1117	1444047	1446643	1	M5	SigK	ykvP, ykzQ, S497, ykvQ, ykzR
U1119	1445301	1445939	1	M14	SigA	ykzQ, S497, ykvQ
U1118	1444208	1446005	1	M11	SigB	ykzQ, S497, ykvQ
U1123	1447215	1447501	1	M19	SigA	ykvR
U1124	1447577	1447891	-1	M19	SigA	ykvS, S500
U1126	1447621	1448244	-1	M3	SigEF	S501, ykvS
U1125	1447974	1449019	1	M17	SigA	ykzS, ykvT
U1127	1449201	1451109	1	M3	SigEF	ykvU, stoA
U1129	1451259	1453265	1	M4	SigA	S502, zosA
U1133	1453646	1462658	1	M4	SigA	ykvY, S504, ykvZ, glcT, S505, ptsG, ptsH, ptsI,splA, splB
U1135	1456081	1462680	1	M19	SigA	glcT, S505,ptsG, ptsH, ptsI, splA, splB
U1137	1457158	1461338	1	M8	SigGF	ptsG, ptsH, ptsI
U1136	1456842	1462768	1	M16	SigA	S505, ptsG, ptsH, ptsI, splA, splB
U1138	1459335	1462658	1	M16	SigA	ptsH, ptsI, splA, splB
U1139	1461426	1462768	1	M8	SigGF	splA, splB
U1140	1461502	1463526	-1	M14	SigA	ykwB, S506
U1141	1463605	1466579	1	M10	SigD	mcpC,ykwC
U1143	1465667	1466579	1	M4	SigA	ykwC
U1144	1466655	1467453	-1	M4	SigA	ykwD
U1145	1467699	1471705	1	M4	SigA	S507, pbpH, kinA
U1147	1469967	1472189	1	M1	SigH	kinA
U1148	1471891	1473082	-1	M4	SigA	patA
U1149	1471891	1473126	-1	M3	SigEF	patA
U1150	1471891	1473196	-1	M4	SigA	S508, patA
U1151	1471891	1473437	-1	M14	SigA	ykzT, S508, patA
U1152	1473557	1474898	1	M10	SigD	cheV
U1154	1474578	1475064	-1	M14	SigA	ykyB
U1155	1474578	1476470	-1	M16	SigA	ykuC,ykyB
U1157	1474578	1477963	-1	M4	SigA	ykuE, ykuD,ykuC, ykyB
U1156	1475172	1477044	-1	M5	SigK	ykuD, ykuC
U1158	1478036	1483451	1	M14	SigA	fadH, S509, S510, fadG, ykzU, ykuH,S511, ykuI
U1159	1478987	1483671	1	M12	Sig-	S510, fadG, ykzU, ykuH, S511, ykuI, S512
U1160	1481515	1483451	1	M4	SigA	ykuH, S511, ykuI
U1165	1484046	1486905	1	M16	SigA	ykuJ, S515, ykuK, ykzF, S516, ykuL, S517, ccpC
U1164	1483957	1486905	1	M8	SigGF	S514, ykuJ, S515, ykuK, ykzF,S516, ykuL, S517, ccpC
U1163	1483671	1486905	1	M3	SigEF	S513, S514, ykuJ, S515, ykuK,ykzF, S516, ykuL, S517, ccpC
U1162	1483539	1486905	1	M14	SigA	S512, S513, S514, ykuJ, S515, ykuK, ykzF,S516, ykuL, S517, ccpC
U1166	1485056	1486905	1	M19	SigA	ykzF, S516, ykuL, S517, ccpC
U1167	1486006	1486905	1	M7	SigA	ccpC
U1168	1486988	1493329	1	M17	SigA	ykuN, ykuO, ykuP, dapH, dapL, ykuS,S518, S519, ykuU, ykuV
U1170	1488929	1493329	1	M19	SigA	dapH, dapL, ykuS,S518, S519, ykuU, ykuV
U1172	1490911	1493329	1	M8	SigGF	ykuS, S518, S519, ykuU, ykuV
U1174	1491226	1492084	-1	M19	SigA	ykuT
U1175	1492169	1494340	1	M14	SigA	S519, ykuU, ykuV,rok
U1176	1493734	1494340	1	M14	SigA	rok
U1178	1494416	1495410	-1	M3	SigEF	yknT
U1179	1495463	1499664	1	M19	SigA	mobA, moeB, moeA, mobB, moaE, moaD
U1177	1494737	1499642	1	M16	SigA	S520, mobA, moeB, moeA, mobB, moaE, moaD
U1180	1499740	1507276	1	M3	SigEF	S521, yknU, yknV,yknW, yknX, yknY, yknZ
U1183	1503548	1507672	1	M9	SigWXY	yknW, yknX, yknY, yknZ, S522, fruR
U1186	1507540	1511148	1	M19	SigA	fruR, fruK, fruA
U1185	1507447	1511852	1	M19	SigA	S522, fruR, fruK, fruA,sipT
U1184	1507375	1508200	1	M8	SigGF	S522, fruR
U1188	1511253	1511918	1	M4	SigA	sipT
U1189	1511884	1512258	-1	M4	SigA	S523, ykoA
U1190	1512333	1514976	1	M4	SigA	ykpA, panE
U1191	1515008	1516271	-1	M19	SigA	ampS
U1192	1515008	1516506	-1	M3	SigEF	ykpC, ampS
U1193	1516350	1517627	-1	M2	SigI	mreBH, S524, ykpC
U1194	1517789	1521180	1	M9	SigWXY	S525, abh, S527,kinC, ykqA, ktrC
U1195	1518292	1521202	1	M4	SigA	kinC, ykqA, ktrC
U1197	1521320	1523094	1	M14	SigA	adeC
U1199	1522510	1525059	-1	M7	SigA	ykzG, rnjA, S528
U1200	1523126	1525239	-1	M8	SigGF	S529, ykzG, rnjA
U1201	1525348	1526152	1	M19	SigA	ykrA
U1202	1526206	1526781	-1	M19	SigA	defB
U1204	1526844	1527099	-1	M5	SigK	S530, ykzV
U1205	1527198	1527890	1	M17	SigA	ykyA
U1207	1528100	1533280	1	M17	SigA	S531, pdhA, pdhB, S532, pdhC, pdhD
U1211	1530706	1533280	1	M14	SigA	pdhD
U1212	1533378	1533742	-1	M4	SigA	slp
U1214	1534051	1536184	1	M14	SigA	ykzW, S534, yktA
U1213	1533936	1536184	1	M3	SigEF	S533, ykzW,S534, yktA
U1215	1534280	1535847	-1	M14	SigA	S535, speA
U1216	1535876	1536184	1	M7	SigA	yktA
U1217	1536238	1536918	-1	M19	SigA	yktB
U1219	1537029	1537922	1	M5	SigK	S536, ykzI, suhB
U1218	1536965	1538802	1	M11	SigB	S536, ykzI, suhB, ykzC, S537
U1221	1537394	1539616	1	M7	SigA	suhB, ykzC, S537
U1222	1538768	1539758	-1	M14	SigA	yktD
U1223	1540154	1541647	-1	M19	SigA	nprE
U1224	1544082	1544808	1	M19	SigA	ylaC, ylaD
U1225	1544950	1545588	-1	M7	SigA	ylaE
U1226	1545786	1546047	-1	M14	SigA	ylaF
U1227	1546082	1548328	1	M16	SigA	bipA, ylaH
U1228	1548382	1548627	-1	M4	SigA	ylaI
U1230	1548712	1549350	-1	M8	SigGF	ylaJ
U1231	1549383	1557964	1	M3	SigEF	S538, ylaK, S540, glsB,ylaN, S541, ftsW, pycA
U1232	1550494	1551322	-1	M14	SigA	ylaL, S539
U1234	1552364	1558536	1	M7	SigA	ylaN, S541, ftsW, pycA
U1233	1551909	1552684	1	M4	SigA	ylaN
U1235	1552772	1557612	1	M2	SigI	S541, ftsW, pycA
U1236	1554158	1558536	1	M14	SigA	pycA
U1238	1558018	1559009	-1	M19	SigA	ctaA
U1240	1559218	1565290	1	M7	SigA	S543, ctaB, S544, ctaC, ctaD, ctaE, ctaF, ctaG
U1239	1559111	1565290	1	M19	SigA	S542, S543, ctaB, S544, ctaC, ctaD, ctaE, ctaF, ctaG
U1242	1560362	1565290	1	M3	Sig-	S544, ctaC, ctaD, ctaE, ctaF, ctaG
U1241	1560274	1565290	1	M2	Sig-	S544, ctaC, ctaD, ctaE, ctaF, ctaG
U1244	1565366	1565745	-1	M14	SigA	ylbA
U1243	1565737	1567403	1	M15	Sig-	S545, ylbB, ylbC
U1246	1566336	1567403	1	M19	SigA	ylbC
U1245	1565905	1567403	1	M4	SigA	ylbC
U1248	1567620	1568283	1	M5	SigK	ylbD, ylbE
U1249	1568394	1573674	1	M4	SigA	ylbF, ylbG, NA, S548, S549, ylbH, coaD, S550, S552, ylbK, ylbL
U1251	1569427	1573674	1	M16	SigA	S549, ylbH, coaD, S550,S552, ylbK, ylbL
U1253	1570010	1571912	-1	M3	SigEF	S551, ylbJ
U1252	1571851	1573674	1	M4	SigA	S552, ylbK, ylbL
U1254	1572574	1573674	1	M8	SigGF	ylbL
U1257	1574609	1575137	-1	M19	SigA	ylbM
U1258	1575235	1576711	1	M17	SigA	ylbN, rpmF, ylbO
U1256	1575098	1576711	1	M16	SigA	S553, ylbN, rpmF,ylbO
U1255	1574995	1575963	1	M8	SigGF	S553, ylbN,rpmF
U1260	1576086	1576821	1	M3	SigEF	ylbO
U1261	1576171	1577291	-1	M19	SigA	ylbP
U1262	1577369	1584081	1	M4	SigA	ylbQ, yllA,S554, mraZ, mraW, ftsL, pbpB
U1263	1580047	1584081	1	M7	SigA	S554, mraZ, mraW, ftsL, pbpB
U1265	1584173	1588461	1	M3	SigEF	spoVD,S556, S557, murE, S558, mraY
U1267	1586241	1599906	1	M16	SigA	S557, murE, S558, mraY, murD, spoVE, S559, murG, murB, divIB, ylxW, ylxX, sbp, S560, ftsA, ftsZ,S561, bpr
U1266	1585977	1599906	1	M2	Sig-	S556, S557, murE, S558, mraY, murD, spoVE, S559, murG,murB, divIB, ylxW, ylxX, sbp, S560, ftsA, ftsZ, S561, bpr
U1268	1590111	1598959	1	M3	SigEF	spoVE, S559, murG, murB, divIB, ylxW, ylxX, sbp,S560, ftsA, ftsZ
U1270	1592113	1598981	1	M13	Sig-	murB, divIB, ylxW, ylxX, sbp, S560, ftsA, ftsZ
U1269	1592047	1599906	1	M9	SigWXY	murB, divIB, ylxW, ylxX, sbp, S560, ftsA, ftsZ,S561, bpr
U1271	1596187	1599906	1	M7	SigA	S560, ftsA, ftsZ,S561, bpr
U1273	1599179	1603580	1	M19	SigA	S561, bpr
U1274	1603714	1608508	1	M14	SigA	S563, spoIIGA, sigE, S564, sigG, S565,ylmA, NA, thiQ
U1277	1605582	1606418	1	M8	SigGF	sigG
U1278	1606503	1616114	1	M19	SigA	ylmA, NA, thiQ, ylmC, S566, ylmD, ylmE, sepF, ylmG, ylmH, S567, divIVA, NA, ileS
U1279	1607298	1616114	1	M7	SigA	NA, thiQ, ylmC, S566,ylmD, ylmE, sepF, ylmG, ylmH, S567, divIVA, NA, ileS
U1281	1608882	1616114	1	M3	SigEF	ylmC, S566, ylmD, ylmE, sepF, ylmG, ylmH, S567, divIVA,NA, ileS
U1283	1609277	1616114	1	M4	SigA	ylmD, ylmE, sepF, ylmG, ylmH, S567, divIVA, NA, ileS
U1282	1609107	1616114	1	M1	SigH	S566, ylmD, ylmE, sepF, ylmG, ylmH, S567, divIVA, NA, ileS
U1284	1612187	1616114	1	M10	SigD	S567, divIVA, NA, ileS
U1285	1613056	1616114	1	M14	SigA	NA, ileS
U1286	1616224	1629977	1	M8	SigGF	ylyA, lspA, rluD,NA, pyrR, NA, pyrP, NA, pyrB, pyrC, pyrAA, pyrAB, pyrK, pyrD, pyrF, pyrE
U1287	1616692	1636445	1	M16	SigA	lspA, rluD, NA, pyrR, NA, pyrP, NA, pyrB, pyrC, pyrAA, pyrAB, pyrK, pyrD, pyrF, pyrE, S568,NA, S569, cysH, cysP, sat, cysC, S570, sumT, sirB, sirC
U1288	1618153	1636445	1	M14	SigA	NA, pyrR, NA, pyrP, NA, pyrB, pyrC, pyrAA, pyrAB, pyrK, pyrD, pyrF, pyrE, S568,NA, S569, cysH, cysP, sat, cysC, S570, sumT, sirB, sirC
U1289	1630091	1636445	1	M14	SigA	NA, S569, cysH, cysP, sat, cysC, S570, sumT, sirB, sirC
U1291	1634762	1636071	1	M14	SigA	sirB, sirC
U1292	1636125	1637885	-1	M4	SigA	yloA
U1293	1637910	1642913	1	M3	SigEF	yloB, S571, yloC, ylzA, gmk, rpoZ,coaBC
U1295	1640646	1655541	1	M4	SigA	S571, yloC, ylzA, gmk, rpoZ, coaBC, priA, defA, fmt, rsmB, yloN, prpC, prkC, cpgA, rpe, thiN, S573, spoVM
U1298	1646367	1655541	1	M16	SigA	defA, fmt, rsmB, yloN, prpC, prkC, cpgA, rpe, thiN, S573, spoVM
U1299	1653033	1655541	1	M11	SigB	cpgA, rpe, thiN, S573, spoVM
U1300	1654683	1658071	1	M5	SigK	thiN,S573, spoVM, S574, yloU, yloV
U1302	1655299	1658093	1	M3	SigEF	S573, spoVM, S574, yloU, yloV
U1301	1655152	1658093	1	M3	SigEF	S573, spoVM, S574,yloU, yloV
U1303	1655595	1655880	-1	M16	SigA	S575, rpmB
U1305	1656025	1671117	1	M7	SigA	yloU, yloV, S576, sdaAB, sdaAA, recG,fapR, plsX, fabD, fabG, acpA, S577, rnc, smc, ftsY
U1304	1655960	1671117	1	M17	SigA	yloU, yloV, S576, sdaAB, sdaAA, recG,fapR, plsX, fabD, fabG, acpA, S577, rnc, smc, ftsY
U1306	1658195	1671117	1	M19	SigA	sdaAB, sdaAA, recG, fapR, plsX, fabD, fabG, acpA, S577, rnc,smc, ftsY
U1307	1661922	1671117	1	M14	SigA	fapR, plsX, fabD, fabG, acpA, S577, rnc, smc, ftsY
U1308	1665309	1671117	1	M16	SigA	acpA, S577, rnc, smc, ftsY
U1309	1665639	1671117	1	M21	Sig-	S577, rnc, smc, ftsY
U1310	1666541	1671117	1	M4	SigA	smc, ftsY
U1311	1670093	1671689	-1	M10	SigD	ylqB, S578
U1312	1671777	1743835	1	M17	SigA	ylxM, ffh, S579, rpsP, ylqC, S580, ylqD, rimM, trmD,NA, rplS, S581, rbgA, rnhB, ylqG, ylqH, S582, sucC, sucD, dprA, S583, topA, trmFO, codV, clpQ, clpY, codY, S584, flgB, flgC, fliE, fliF, fliG, S585, fliH, fliI, fliJ, ylxF, fliK, flgD, flgE, ylzI, fliL, fliM, fliY, cheY, fliZ, fliP, fliQ, fliR, flhB, flhA, flhF, ylxH, cheB, cheA, cheW, cheC, cheD, sigD, ylxL, S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591, S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1313	1675933	1743835	1	M17	SigA	NA, rplS, S581, rbgA, rnhB, ylqG, ylqH, S582,sucC, sucD, dprA, S583, topA, trmFO, codV, clpQ, clpY, codY, S584, flgB, flgC, fliE, fliF, fliG, S585, fliH, fliI, fliJ, ylxF, fliK, flgD, flgE, ylzI, fliL, fliM, fliY, cheY, fliZ, fliP, fliQ, fliR, flhB, flhA, flhF, ylxH, cheB, cheA, cheW, cheC, cheD, sigD, ylxL, S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591, S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1314	1676463	1677343	1	M16	SigA	S581, rbgA
U1315	1677431	1743835	1	M10	SigD	rnhB, ylqG, ylqH, S582,sucC, sucD, dprA, S583, topA, trmFO, codV, clpQ, clpY, codY, S584, flgB, flgC, fliE, fliF, fliG, S585, fliH, fliI, fliJ, ylxF, fliK, flgD, flgE, ylzI, fliL, fliM, fliY, cheY, fliZ, fliP, fliQ, fliR, flhB, flhA, flhF, ylxH, cheB, cheA, cheW, cheC, cheD, sigD, ylxL, S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591, S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1317	1680380	1743835	1	M14	SigA	sucC, sucD, dprA, S583, topA,trmFO, codV, clpQ, clpY, codY, S584, flgB, flgC, fliE, fliF, fliG, S585, fliH, fliI, fliJ, ylxF, fliK, flgD, flgE, ylzI, fliL, fliM, fliY, cheY, fliZ, fliP, fliQ, fliR, flhB, flhA, flhF, ylxH, cheB, cheA, cheW, cheC, cheD, sigD, ylxL, S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591, S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1319	1683508	1743835	1	M19	SigA	S583, topA, trmFO,codV, clpQ, clpY, codY, S584, flgB, flgC, fliE, fliF, fliG, S585, fliH, fliI, fliJ, ylxF, fliK, flgD, flgE, ylzI, fliL, fliM, fliY, cheY, fliZ, fliP, fliQ, fliR, flhB, flhA, flhF, ylxH, cheB, cheA, cheW, cheC, cheD, sigD, ylxL, S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591, S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1320	1685780	1691005	1	M3	SigEF	trmFO, codV, clpQ, clpY, codY
U1321	1687156	1743835	1	M16	SigA	codV, clpQ, clpY, codY, S584, flgB, flgC, fliE, fliF, fliG, S585, fliH, fliI, fliJ, ylxF, fliK, flgD, flgE, ylzI, fliL, fliM, fliY, cheY, fliZ, fliP, fliQ, fliR, flhB, flhA, flhF, ylxH, cheB, cheA, cheW, cheC, cheD, sigD,ylxL, S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591, S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1322	1687243	1731427	1	M16	SigA	clpQ, clpY, codY, S584,flgB, flgC, fliE, fliF, fliG, S585, fliH, fliI, fliJ, ylxF, fliK, flgD, flgE, ylzI, fliL, fliM, fliY, cheY, fliZ, fliP, fliQ, fliR, flhB, flhA, flhF, ylxH, cheB, cheA, cheW, cheC, cheD, sigD, ylxL, S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC
U1324	1691204	1743835	1	M14	SigA	flgB, flgC, fliE, fliF, fliG, S585, fliH, fliI, fliJ, ylxF, fliK, flgD, flgE, ylzI, fliL, fliM, fliY, cheY, fliZ, fliP, fliQ, fliR, flhB, flhA, flhF, ylxH, cheB, cheA, cheW, cheC, cheD, sigD, ylxL, S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591,S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
